"X","logFC","AveExpr","t","P.Value","adj.P.Val","B","phrog","function.","product","annotation_method","bitscore","fident","evalue","qStart","qEnd","qLen","tStart","tEnd","tLen","annotation_source","tophit_protein","function_with_highest_bitscore_proportion","top_bitscore_proportion_not_unknown","head_and_packaging_bitscore_proportion","integration_and_excision_bitscore_proportion","tail_bitscore_proportion","moron_auxiliary_metabolic_gene_and_host_takeover_bitscore_proportion","DNA_RNA_and_nucleotide_metabolism_bitscore_proportion","connector_bitscore_proportion","transcription_regulation_bitscore_proportion","lysis_bitscore_proportion","other_bitscore_proportion","unknown_function_bitscore_proportion"
"virus_comp_2188_cycle_1_7",0.0719014460950126,0.744978797566812,3.84438467153157,0.000753457383665667,0.00257853421263266,-0.573774870054776,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2188_cycle_1_8",0.0770008073510337,0.875631308401571,3.47564105468515,0.00198949036112716,0.00527965005642228,-1.47309717748286,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2188_cycle_1_9",0.0711030524147086,0.65211416906974,3.7331829592995,0.00232580098628581,0.00589212965352639,-1.44552082993274,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_219_cycle_1_6",0.0828987183725506,0.220974025364588,5.27565529510382,2.48545950238631e-05,0.000300013879498228,2.67968166551419,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2191_cycle_1_6",0.0694409187911486,0.314337076772992,4.34681947945039,5.08088954049248e-05,0.000468424462589271,1.72727434272512,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2191_cycle_1_9",0.0705652910212091,1.02742958849578,3.34121297456557,0.00122749642795177,0.00369382874277402,-1.2227124802012,"942","DNA, RNA and nucleotide metabolism","replication initiation protein",NA,460,0.709,1.62e-11,0,161,163,227,386,586,"foldseek","envhog_protein447629","DNA, RNA and nucleotide metabolism",1,0,0,0,0,1,0,0,0,0,0
"virus_comp_2194_cycle_1_9",0.0620358898689432,0.355692084817225,3.50067237968115,0.00217377577569078,0.00563480736550084,-1.55137455044,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2204_cycle_1_1",0.087998456408812,0.582981952198352,3.64884789990987,0.000589737301706093,0.00218096793980049,-0.525137655435502,"8689","tail","pilot protein for DNA ejection",NA,513,0.518,9.93e-11,17,299,376,30,322,378,"foldseek","envhog_protein314327","tail",1,0,0,1,0,0,0,0,0,0,0
"virus_comp_2216_cycle_1_10",0.0666805308016832,0.429321228308208,3.13636038201047,0.00439185867218567,0.00935573599431814,-2.24841464695252,"894","lysis","endolysin",NA,546,0.742,1.099e-13,0,100,103,21,119,121,"foldseek","envhog_protein1762387","lysis",0.916,0.002,0,0.012,0.002,0.001,0,0,0.916,0.067,0
"virus_comp_2216_cycle_1_11",0.0687254587600107,0.440488420829335,3.47188043780457,0.00105372193087976,0.0033110924660844,-1.05953811361542,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2216_cycle_1_5",0.0737887956243361,0.345305003252533,3.28102520976009,0.00424437291159159,0.00914598851022512,-2.13685062468286,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2216_cycle_1_8",0.0757979039983024,0.482227721483519,3.57389635924803,0.0011889301115236,0.0035999440789665,-1.08016970871875,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2223_cycle_1_10",0.103614679195593,1.06467497779828,4.17393953870484,0.000158880115259533,0.000962054911493829,0.773396609701333,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2223_cycle_1_2",0.104091577743908,0.499740191209433,4.56437250428661,2.55663394442678e-05,0.000305623305466798,2.39533027093443,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2223_cycle_1_3",0.0787168976958892,0.375577644150723,3.4436427100158,0.00184796106625811,0.0050199303738728,-1.46800853178052,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2223_cycle_1_5",0.0758177896693582,0.754250948256863,3.94726964213457,0.000152863519056999,0.000944328921978098,0.657915616991864,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2223_cycle_1_9",0.0982083934337631,0.484208500010269,3.87688370601614,0.000735105000965326,0.00253397305888312,-0.555867494558494,"942","DNA, RNA and nucleotide metabolism","replication initiation protein",NA,719,0.429,2.909e-17,2,277,323,54,332,378,"foldseek","envhog_protein1203811","DNA, RNA and nucleotide metabolism",0.995,0,0,0,0,0.995,0,0,0,0,0
"virus_comp_2233_cycle_1_2",0.0900276775169115,0.216640853415155,4.31838722860442,0.00055797102742658,0.00210856011647991,-0.137664374473127,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2233_cycle_1_3",0.10365307089246,0.402906052325603,5.13063393354432,0.000108475644290877,0.000747850605878372,1.44054719988275,"8689","tail","pilot protein for DNA ejection",NA,767,0.628,6.329e-18,0,357,361,35,384,386,"foldseek","envhog_protein2145983","tail",1,0,0,1,0,0,0,0,0,0,0
"virus_comp_2233_cycle_1_4",0.0856595215686889,0.385992607657488,4.29938320460441,0.000580206518762421,0.0021605678710433,-0.17117161215729,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2233_cycle_1_5",0.089709404893676,0.398773601703785,3.82344820083286,0.00155586867826049,0.00440716714733353,-1.11573885893897,"514","head and packaging","major head protein",NA,345,0.179,1.939e-07,26,542,590,26,569,588,"foldseek","envhog_protein404106","head and packaging",1,1,0,0,0,0,0,0,0,0,0
"virus_comp_2239_cycle_1_1",0.086105425321728,0.786270693786326,5.96318573611122,1.00262797228849e-06,4.30689312491837e-05,5.60179689009414,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2239_cycle_1_10",0.0756528258688359,0.639698177260782,5.53480286242052,6.74116970198656e-06,0.000142439093865219,3.84910871562923,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2239_cycle_1_11",0.0821370915007628,0.507832565818314,4.79911882760896,0.000377293918940067,0.00165477433845545,0.337292333365161,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2239_cycle_1_2",0.0672178678670988,1.90458141994632,3.2607225229475,0.00146369550741648,0.00420618503650933,-1.37638929893411,"942","DNA, RNA and nucleotide metabolism","replication initiation protein",NA,882,0.534,2.921e-21,0,239,246,0,232,378,"foldseek","envhog_protein1203811","DNA, RNA and nucleotide metabolism",0.997,0,0,0,0,0.997,0,0,0,0,0
"virus_comp_2239_cycle_1_5",0.0851030524941027,0.697003517919724,6.07406264291121,8.50087221007152e-08,8.98105661328907e-06,7.78756635887394,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2239_cycle_1_6",0.0899274826037399,0.743956736923474,4.12053246743041,0.000603586061974834,0.00221541588381186,-0.287823006825039,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2239_cycle_1_7",0.0740464366862783,0.568683467288483,4.38960647588409,0.000783674643409319,0.00265752423483551,-0.370608105750511,"28902","tail","major tail protein",NA,261,0.121,0.0001779,102,307,308,401,589,590,"foldseek","envhog_protein1148041","tail",0.747,0,0,0.747,0.253,0,0,0,0,0,0
"virus_comp_2239_cycle_1_8",0.0919247369556712,0.963871774560763,3.46769554584404,0.000844912117714406,0.00282528782561643,-0.895879586657187,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2239_cycle_1_9",0.0843369032906016,0.655578942219661,5.10572781129951,9.41712238819707e-05,0.000684229208465843,1.54075231373992,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2248_cycle_1_15",0.0532728285380167,0.274940157441206,3.7533476517173,0.000285638619395903,0.00140802189560982,0.0667102315094192,"1652","unknown function","hypothetical protein",NA,264,0.944,1.458e-05,0,53,57,0,53,55,"foldseek","protein74692","unknown function",0,0,0,0,0,0,0,0,0,0,0
"virus_comp_2254_cycle_1_8",0.0645310126881617,0.457652235193237,3.06723091133012,0.00468623080459152,0.00984335100222905,-2.32602951460707,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2254_cycle_1_9",0.0724489281990501,0.461903932731601,3.1739875345389,0.0033410225549804,0.00774158693978565,-2.04652929199616,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2263_cycle_1_4",0.064225422702582,0.5735106869948,4.08023037601675,0.000365647416752138,0.00162607025265541,0.0659031976809397,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2263_cycle_1_7",0.0861045442649378,0.435331248665496,4.60560514994712,3.4243808927149e-05,0.000359854717146707,2.16683262585079,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2265_cycle_1_10",0.107926130528857,0.547574201263179,4.22322484433995,0.000267290727435286,0.00135166811584027,0.383734820741897,"8689","tail","pilot protein for DNA ejection",NA,466,0.711,4.776e-12,0,206,252,37,230,365,"foldseek","envhog_protein1391762","tail",1,0,0,1,0,0,0,0,0,0,0
"virus_comp_2265_cycle_1_11",0.0703451591024337,1.2753059358016,3.79064264601174,0.000218378423246298,0.00118891539898298,0.31320655092687,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2265_cycle_1_2",0.102299205666355,1.28255731450949,3.60096562262392,0.000542999357169231,0.00207689284459347,-0.457506233394482,"942","DNA, RNA and nucleotide metabolism","replication initiation protein",NA,1011,0.467,1.664e-24,7,323,329,25,332,378,"foldseek","envhog_protein1203811","DNA, RNA and nucleotide metabolism",0.996,0,0,0,0,0.996,0,0,0,0,0
"virus_comp_2265_cycle_1_3",0.0806241060555713,2.43858222471991,3.1418097841326,0.00195614913654285,0.00522505863702089,-1.63607640750411,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2265_cycle_1_4",0.0846863838640663,0.314065064233196,5.47622633025168,6.32097874332644e-06,0.000138597225049504,3.88322260457361,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2265_cycle_1_6",0.0759730268550034,0.636515417721363,3.99536035942549,0.000320772187226062,0.00150905065879069,0.130250591091105,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2265_cycle_1_9",0.119843237875614,0.560872201489317,7.35700912779237,6.76421344600729e-11,8.8137701201475e-08,14.493647342874,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2269_cycle_1_10",0.107832926672644,0.584361925396318,7.02736567119438,1.59398210680503e-09,5.19239671291738e-07,11.5622525854858,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2269_cycle_1_2",0.11892406472557,0.63313346809321,3.69368887686007,0.000377605195677222,0.00165477433845545,-0.172271084187031,"942","DNA, RNA and nucleotide metabolism","replication initiation protein",NA,824,0.475,4.052e-20,5,269,275,47,302,378,"foldseek","envhog_protein1203811","DNA, RNA and nucleotide metabolism",0.996,0,0,0,0,0.996,0,0,0,0,0
"virus_comp_2269_cycle_1_5",0.0866545564290582,0.900877230111001,5.10356503393715,3.77905506564935e-06,0.000107045842403068,4.20009881128785,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2269_cycle_1_7",0.0994807772680619,0.343728480169454,5.7305194846211,1.72677755268895e-05,0.000237675121600744,3.10697586801877,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2269_cycle_1_9",0.109047077988945,0.558207258102715,3.94164569099844,0.000236070481876471,0.00125893521644628,0.302206108134094,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2273_cycle_1_12",0.128825473142374,0.944361662469807,4.61714873276149,9.35988705356403e-06,0.000167067573024574,3.25344784764286,"942","DNA, RNA and nucleotide metabolism","replication initiation protein",NA,865,0.546,1.052e-20,0,234,246,0,227,378,"foldseek","envhog_protein1203811","DNA, RNA and nucleotide metabolism",0.997,0,0,0,0,0.997,0,0,0,0,0
"virus_comp_2273_cycle_1_2",0.0799459220488249,0.689397803723341,3.28797886723289,0.00126321856528658,0.00377269204480885,-1.27536169819045,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2273_cycle_1_4",0.0647933042996716,0.403455748210907,3.34302026059832,0.00299593877130177,0.0071187787764636,-1.87656595209573,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2273_cycle_1_5",0.0655920944925113,1.29397727586404,2.96020529788432,0.00366148507573643,0.00827151980031118,-2.20844755347823,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2273_cycle_1_6",0.0801672939122974,0.638913615400703,5.56210888993579,5.46928632960825e-07,2.77655068343359e-05,6.01448688470027,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2273_cycle_1_7",0.0725338546433616,0.359454948322607,5.96977199624225,1.11003116729121e-07,1.03312186498603e-05,7.5236022876957,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2273_cycle_1_9",0.0898290114135828,0.637786179569655,3.67789515790159,0.000392383191238149,0.00168388648610496,-0.205418009312009,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2283_cycle_1_1",0.061196877329045,0.633188448881643,3.56050381143168,0.000617134756903706,0.00225666956476762,-0.635679001056673,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2283_cycle_1_10",0.092421691981021,1.21897472589615,3.70455585026394,0.000359963799761154,0.00161179667040819,-0.117650664236423,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2283_cycle_1_4",0.0921805264252194,0.356120082083357,6.1356792645533,1.3830161166141e-07,1.22868409087376e-05,7.37298917692887,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2283_cycle_1_5",0.0997200175401922,0.303037650120594,7.1755310326608,2.98961938374053e-09,8.34744440788696e-07,11.0271809088912,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2283_cycle_1_9",0.0821756260632824,0.290473172701242,5.60470246909454,2.04665128291926e-06,7.07996448224017e-05,4.87960957791146,"942","DNA, RNA and nucleotide metabolism","replication initiation protein",NA,416,0.54,7.428e-10,5,139,141,86,208,378,"foldseek","envhog_protein1203811","DNA, RNA and nucleotide metabolism",1,0,0,0,0,1,0,0,0,0,0
"virus_comp_2285_cycle_1_1",0.094264614787875,0.392937792870226,5.40995026017911,1.06070143570077e-05,0.000185101871078317,3.4345909492275,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2285_cycle_1_2",0.0756207719063193,0.776670642651211,4.05467284071472,0.000391147301461551,0.00168388648610496,0.0194478431754961,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2286_cycle_1_5",0.0799512259706656,0.245657702437749,3.14851062005165,0.00268091751542517,0.00660346979697353,-1.93807216000398,"14995","DNA, RNA and nucleotide metabolism","single strand DNA binding protein",NA,505,0.537,1.573e-10,6,111,113,22,127,131,"foldseek","envhog_protein265671","DNA, RNA and nucleotide metabolism",1,0,0,0,0,1,0,0,0,0,0
"virus_comp_229_cycle_1_80",0.0512120596415229,0.177948749868792,3.11597213268578,0.00367384857396724,0.00829022220181685,-2.15743611383322,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2298_cycle_1_6",0.0600065298700925,0.492865475242138,3.47396977932463,0.00386271159777988,0.00857917024756906,-1.9519908633704,"8689","tail","pilot protein for DNA ejection",NA,745,0.492,7.807e-18,37,425,427,38,418,419,"foldseek","envhog_protein712215","tail",1,0,0,1,0,0,0,0,0,0,0
"virus_comp_2305_cycle_1_6",0.085748287334643,0.624250075838082,3.39725320261494,0.00156154253730458,0.00442003604512933,-1.3784291807873,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2308_cycle_1_4",0.0789936779245497,0.355030246782697,3.5256078185645,0.00144349489398474,0.00416429633991613,-1.24987284204572,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2310_cycle_1_2",0.0813279170834345,0.513430542044548,4.03505073165991,0.0012947056116618,0.00383119170021647,-0.893893437656628,"942","DNA, RNA and nucleotide metabolism","replication initiation protein",NA,699,0.238,4.832e-17,26,313,314,49,324,325,"foldseek","envhog_protein288440","DNA, RNA and nucleotide metabolism",0.995,0.001,0,0,0,0.995,0,0,0,0,0
"virus_comp_2310_cycle_1_4",0.0665803806021046,0.371496636893582,3.51793443902881,0.00354355943009253,0.00810044677820447,-1.87323815877746,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2310_cycle_1_5",0.0758214994590499,0.568208993410783,3.4834813239629,0.00161186749203479,0.00452642961664079,-1.34598159935341,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2310_cycle_1_6",0.0795708730609435,0.53162473544301,3.5304657440651,0.001425212008681,0.00412802686980903,-1.23445710413293,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2310_cycle_1_8",0.0656162143485887,0.411908330569319,3.42986038863706,0.00421204285211264,0.00909661630326426,-2.03542729994119,"8689","tail","pilot protein for DNA ejection",NA,725,0.597,9.521e-15,3,321,326,21,353,357,"foldseek","envhog_protein1838796","tail",1,0,0,1,0,0,0,0,0,0,0
"virus_comp_2311_cycle_1_11",0.0671825808041578,0.357627205482839,3.37534816491258,0.00166100485682111,0.00465438565255465,-1.4430140913347,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2328_cycle_1_3",0.0820808273244531,0.298155803853357,4.29341381124274,0.000257936043245392,0.00132592616988396,0.428248856709131,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2332_cycle_1_10",0.0855346231302117,0.280180951797621,5.70116170891972,8.86909850749242e-06,0.000161597639854672,3.6630143715043,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2332_cycle_1_2",0.0838545575731082,1.422606783968,3.65128883352535,0.000450932876224757,0.00183490328484388,-0.310674807849267,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_2332_cycle_1_5",0.0887297267771492,0.976304794735371,3.65992411232122,0.000368981175935673,0.0016316596939594,-0.15897212387094,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
